"","Site_Name","Cluster_ID","Cluster_Location","Cluster_Location_Time","Cluster_State","Lat","Long","Elevation_mabsl","Site_Comments","Sample_ID","Start_Time_Zone","Collection_Time_Zone","Collection_Date","Year","Season","Month","Sample_Comments","d2H","d18O","d2H_Analytical_SD","d18O_Analytical_SD","WI_Analysis_Source","Project_ID","Modality"
"2094","Chino","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.96801,-117.64953,183.402176,"","2307",NA,NA,"11-11-14",2014,"fall","november","",-51.82,-7.68,NA,NA,"Tipple","Tipple","multi"
"2095","Chino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.0111,-117.66559,0,"","2306",NA,NA,"11-11-14",2014,"fall","november","",-55.6,-8.39,NA,NA,"Tipple","Tipple","multi"
"2096","Chino Hills","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.93036,-117.66252,176.37001,"","2308",NA,NA,"11-11-14",2014,"fall","november","",-49.6,-7.81,NA,NA,"Tipple","Tipple","multi"
"2097","Colton","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.05808,-117.32262,0,"","2337",NA,NA,"11-11-14",2014,"fall","november","",-57.26,-8.53,NA,NA,"Tipple","Tipple","multi"
"2098","Colton","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06807,-117.33464,0,"","2335",NA,NA,"11-11-14",2014,"fall","november","",-57.69,-8.73,NA,NA,"Tipple","Tipple","multi"
"2099","Colton","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.07094,-117.31426,0,"","2336",NA,NA,"11-11-14",2014,"fall","november","",-57.64,-8.76,NA,NA,"Tipple","Tipple","multi"
"2100","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.84601,-117.53967,267.435791,"","2319",NA,NA,"11-11-14",2014,"fall","november","",-76.95,-9.77,NA,NA,"Tipple","Tipple","multi"
"2101","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.86537,-117.5435,212.386414,"","2318",NA,NA,"11-11-14",2014,"fall","november","",-70.42,-8.98,NA,NA,"Tipple","Tipple","multi"
"2102","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.87602,-117.55571,189.700928,"","2317",NA,NA,"11-11-14",2014,"fall","november","",-72.65,-9.35,NA,NA,"Tipple","Tipple","multi"
"2103","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.87835,-117.56625,188.650513,"","2316",NA,NA,"11-11-14",2014,"fall","november","",-69.13,-9.02,NA,NA,"Tipple","Tipple","multi"
"2104","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.88902,-117.51935,208.173279,"","2320",NA,NA,"11-11-14",2014,"fall","november","",-63.19,-8.66,NA,NA,"Tipple","Tipple","multi"
"2105","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.89228,-117.56436,192.374466,"","2315",NA,NA,"11-11-14",2014,"fall","november","",-59.37,-8.2,NA,NA,"Tipple","Tipple","multi"
"2106","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.96608,-117.56767,185.202347,"","2310",NA,NA,"11-11-14",2014,"fall","november","",-48.15,-7.75,NA,NA,"Tipple","Tipple","multi"
"2107","Corona","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.9746,-117.56105,209.969681,"","2311",NA,NA,"11-11-14",2014,"fall","november","",-47.88,-7.35,NA,NA,"Tipple","Tipple","multi"
"2108","Eastvale","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.96024,-117.59475,188.28273,"","2309",NA,NA,"11-11-14",2014,"fall","november","",-47.08,-7.23,NA,NA,"Tipple","Tipple","multi"
"2109","Fontana","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.04124,-117.48593,264.400696,"","2331",NA,NA,"11-11-14",2014,"fall","november","",-57.75,-8.54,NA,NA,"Tipple","Tipple","multi"
"2110","Fontana","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06249,-117.48836,0,"","2332",NA,NA,"11-11-14",2014,"fall","november","",-61.19,-8.41,NA,NA,"Tipple","Tipple","multi"
"2111","Fontana","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06959,-117.43531,0,"","2333",NA,NA,"11-11-14",2014,"fall","november","",-56.85,-8.66,NA,NA,"Tipple","Tipple","multi"
"2112","Fontana","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.10682,-117.48975,376.495544,"","2343",NA,NA,"11-11-14",2014,"fall","november","",-50.2,-7.66,NA,NA,"Tipple","Tipple","multi"
"2113","Fontana","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.10844,-117.42231,0,"","2342",NA,NA,"11-11-14",2014,"fall","november","",-60.66,-8.59,NA,NA,"Tipple","Tipple","multi"
"2114","Fontana","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.13816,-117.44326,471.516296,"","2345",NA,NA,"11-11-14",2014,"fall","november","",-54.24,-8.49,NA,NA,"Tipple","Tipple","multi"
"2115","Glen Avon","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.00098,-117.47173,208.743042,"","2328",NA,NA,"11-11-14",2014,"fall","november","",-57.7,-8.05,NA,NA,"Tipple","Tipple","multi"
"2116","Grand Terrace","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.02967,-117.30886,0,"","2338",NA,NA,"11-11-14",2014,"fall","november","",-58,-9.04,NA,NA,"Tipple","Tipple","multi"
"2117","Norco","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.89849,-117.563,0,"","2314",NA,NA,"11-11-14",2014,"fall","november","",-52.96,-7.43,NA,NA,"Tipple","Tipple","multi"
"2118","Norco","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.92254,-117.54679,0,"","2313",NA,NA,"11-11-14",2014,"fall","november","",-59.56,-7.86,NA,NA,"Tipple","Tipple","multi"
"2119","Norco","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.93135,-117.56065,0,"","2312",NA,NA,"11-11-14",2014,"fall","november","",-55.93,-8.05,NA,NA,"Tipple","Tipple","multi"
"2120","Ontario","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.01963,-117.58211,238.67952,"","2302",NA,NA,"11-11-14",2014,"fall","november","",-50.77,-7.53,NA,NA,"Tipple","Tipple","multi"
"2121","Ontario","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.02125,-117.59932,246.086746,"","2303",NA,NA,"11-11-14",2014,"fall","november","",-50.25,-7.58,NA,NA,"Tipple","Tipple","multi"
"2122","Ontario","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.03356,-117.6302,255.846268,"","2304",NA,NA,"11-11-14",2014,"fall","november","",-51.13,-7.68,NA,NA,"Tipple","Tipple","multi"
"2123","Ontario","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06378,-117.61311,297.179871,"","2301",NA,NA,"11-11-14",2014,"fall","november","",-68,-8.29,NA,NA,"Tipple","Tipple","multi"
"2124","Ontario","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06739,-117.65986,0,"","2305",NA,NA,"11-11-14",2014,"fall","november","",-67.82,-8.17,NA,NA,"Tipple","Tipple","multi"
"2125","Rancho Cucamonga","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.10595,-117.52948,361.979889,"","2344",NA,NA,"11-11-14",2014,"fall","november","",-49.48,-7.79,NA,NA,"Tipple","Tipple","multi"
"2126","Redlands","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.04968,-117.1713,447.487091,"","2346",NA,NA,"11-11-14",2014,"fall","november","",-64.68,-8.9,NA,NA,"Tipple","Tipple","multi"
"2127","Rialto","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.07193,-117.36978,303.265198,"","2334",NA,NA,"11-11-14",2014,"fall","november","",-61.45,-9.44,NA,NA,"Tipple","Tipple","multi"
"2128","Rialto","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.10704,-117.36691,0,"","2341",NA,NA,"11-11-14",2014,"fall","november","",-60.29,-9.06,NA,NA,"Tipple","Tipple","multi"
"2129","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.91328,-117.45915,215.810974,"","2321",NA,NA,"11-11-14",2014,"fall","november","",-65.87,-9.53,NA,NA,"Tipple","Tipple","multi"
"2130","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.9293,-117.44177,0,"","2322",NA,NA,"11-11-14",2014,"fall","november","",-66.03,-9.62,NA,NA,"Tipple","Tipple","multi"
"2131","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.94129,-117.4172,0,"","2323",NA,NA,"11-11-14",2014,"fall","november","",-68.77,-9.69,NA,NA,"Tipple","Tipple","multi"
"2132","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.95383,-117.397,238.753052,"","2324",NA,NA,"11-11-14",2014,"fall","november","",-68.86,-9.71,NA,NA,"Tipple","Tipple","multi"
"2133","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.9743,-117.38311,0,"","2325",NA,NA,"11-11-14",2014,"fall","november","",-65.88,-9.47,NA,NA,"Tipple","Tipple","multi"
"2134","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.97583,-117.47689,0,"","2329",NA,NA,"11-11-14",2014,"fall","november","",-55.06,-7.85,NA,NA,"Tipple","Tipple","multi"
"2135","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.98702,-117.37322,245.013306,"","2326",NA,NA,"11-11-14",2014,"fall","november","",-66.93,-9.16,NA,NA,"Tipple","Tipple","multi"
"2136","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.01132,-117.43559,0,"","2327",NA,NA,"11-11-14",2014,"fall","november","",-57.98,-8.46,NA,NA,"Tipple","Tipple","multi"
"2137","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.01532,-117.34019,280.871948,"","2339",NA,NA,"11-11-14",2014,"fall","november","",-61.04,-9.33,NA,NA,"Tipple","Tipple","multi"
"2138","Riverside","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.01792,-117.50571,226.491089,"","2330",NA,NA,"11-11-14",2014,"fall","november","",-58.35,-8.49,NA,NA,"Tipple","Tipple","multi"
"2139","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.10247,-117.29831,0,"","2340",NA,NA,"11-11-14",2014,"fall","november","",-55.51,-8.74,NA,NA,"Tipple","Tipple","multi"
"2140","Highland","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.11146,-117.21589,0,"","2350",NA,NA,"12-11-14",2014,"fall","november","",-60.72,-8.92,NA,NA,"Tipple","Tipple","multi"
"2141","Highland","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.12148,-117.19866,0,"","2349",NA,NA,"12-11-14",2014,"fall","november","",-64.25,-8.94,NA,NA,"Tipple","Tipple","multi"
"2142","Loma Linda","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.04763,-117.2419,368.578339,"","2358",NA,NA,"12-11-14",2014,"fall","november","",-69.45,-9.87,NA,NA,"Tipple","Tipple","multi"
"2143","Loma Linda","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06351,-117.24322,339.990936,"","2357",NA,NA,"12-11-14",2014,"fall","november","",-58.46,-8.6,NA,NA,"Tipple","Tipple","multi"
"2144","Moreno Valley","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.93556,-117.277,486.509857,"","2360",NA,NA,"12-11-14",2014,"fall","november","",-55.22,-5.92,NA,NA,"Tipple","Tipple","multi"
"2145","Moreno Valley","28.3","Los Angeles","Los Angeles_Nov-14","CA",33.94137,-117.22704,0,"","2361",NA,NA,"12-11-14",2014,"fall","november","",-47.4,-5.26,NA,NA,"Tipple","Tipple","multi"
"2146","Redlands","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06054,-117.16727,0,"","2348",NA,NA,"12-11-14",2014,"fall","november","",-66.63,-9.61,NA,NA,"Tipple","Tipple","multi"
"2147","Redlands","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06346,-117.22557,351.983734,"","2359",NA,NA,"12-11-14",2014,"fall","november","",-59.91,-8.38,NA,NA,"Tipple","Tipple","multi"
"2148","Redlands","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.0641,-117.20091,390.857758,"","2347",NA,NA,"12-11-14",2014,"fall","november","",-59.13,-8.45,NA,NA,"Tipple","Tipple","multi"
"2149","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.06339,-117.28413,306.820038,"","2356",NA,NA,"12-11-14",2014,"fall","november","",-52.42,-8.3,NA,NA,"Tipple","Tipple","multi"
"2150","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.0801,-117.27931,309.839508,"","2355",NA,NA,"12-11-14",2014,"fall","november","",-53.75,-7.97,NA,NA,"Tipple","Tipple","multi"
"2151","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.1008,-117.28266,311.031433,"","2354",NA,NA,"12-11-14",2014,"fall","november","",-53.8,-7.64,NA,NA,"Tipple","Tipple","multi"
"2152","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.121,-117.27856,330.724213,"","2352",NA,NA,"12-11-14",2014,"fall","november","",-57.04,-7.84,NA,NA,"Tipple","Tipple","multi"
"2153","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.12108,-117.24424,334.541473,"","2351",NA,NA,"12-11-14",2014,"fall","november","",-65.93,-9.18,NA,NA,"Tipple","Tipple","multi"
"2154","San Bernardino","28.3","Los Angeles","Los Angeles_Nov-14","CA",34.13551,-117.25216,357.413818,"","2353",NA,NA,"12-11-14",2014,"fall","november","",-60.55,-8.43,NA,NA,"Tipple","Tipple","multi"
"2155","Barstow","NC","NC","NC",NA,34.89647,-117.00843,681.888306,"","2362",NA,NA,"12-11-14",2014,"NC","NC","",-63.54,-8.89,NA,NA,"Tipple","Tipple","NC"
"2156","Las Vegas","NC","NC","NC",NA,36.04166,-115.1886,687.468994,"","2363",NA,NA,"12-11-14",2014,"NC","NC","",-98.98,-12.02,NA,NA,"Tipple","Tipple","NC"
"2157","Draper","NC","NC","NC",NA,40.48532,-111.88387,1475,"","2648",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.39,-15.35,NA,NA,"Tipple","Tipple","NC"
"2158","Bluffdale","NC","NC","NC",NA,40.48933,-111.94077,1358,"","2649",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-117.71,-15.33,NA,NA,"Tipple","Tipple","NC"
"2159","Draper","NC","NC","NC",NA,40.50677,-111.84499,1428,"","2647",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.74,-16.12,NA,NA,"Tipple","Tipple","NC"
"2160","Riverton","NC","NC","NC",NA,40.50744,-111.97805,1394.16,"","2650",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.9,-15.48,NA,NA,"Tipple","Tipple","NC"
"2161","Draper","NC","NC","NC",NA,40.52439,-111.85413,1383,"","2646",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.58,-16.04,NA,NA,"Tipple","Tipple","NC"
"2162","South Jordan","NC","NC","NC",NA,40.54474,-111.93937,1357,"","2651",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-117.9,-15.11,NA,NA,"Tipple","Tipple","NC"
"2163","Sandy","NC","NC","NC",NA,40.55982,-111.854,1426,"","2645",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-117.53,-15.34,NA,NA,"Tipple","Tipple","NC"
"2164","South Jordan","NC","NC","NC",NA,40.56183,-111.9866,1435,"","2652",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.53,-15.35,NA,NA,"Tipple","Tipple","NC"
"2165","Sandy","NC","NC","NC",NA,40.58002,-111.83682,NA,"","2644",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-121.01,-16.15,NA,NA,"Tipple","Tipple","NC"
"2166","West Jordan","NC","NC","NC",NA,40.58742,-111.92827,NA,"","2655",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.89,-15.47,NA,NA,"Tipple","Tipple","NC"
"2167","West Jordan","NC","NC","NC",NA,40.6056,-111.9427,1339,"","2654",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-119.19,-15.5,NA,NA,"Tipple","Tipple","NC"
"2168","West Jordan","NC","NC","NC",NA,40.60892,-111.98609,1396,"","2653",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-122.4,-15.87,NA,NA,"Tipple","Tipple","NC"
"2169","Midvale","NC","NC","NC",NA,40.61028,-111.91077,1328,"","2656",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.74,-15.64,NA,NA,"Tipple","Tipple","NC"
"2170","Cottonwood Heights","NC","NC","NC",NA,40.61903,-111.78969,1499,"","2643",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-119.91,-15.92,NA,NA,"Tipple","Tipple","NC"
"2171","Midvale","NC","NC","NC",NA,40.62033,-111.87249,1354,"","2642",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-117.88,-15.4,NA,NA,"Tipple","Tipple","NC"
"2172","Salt Lake City","NC","NC","NC",NA,40.64802,-111.86725,NA,"","2641",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-120.21,-16.17,NA,NA,"Tipple","Tipple","NC"
"2173","Murray","NC","NC","NC",NA,40.65838,-111.88741,1311,"","2657",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-120.61,-16.14,NA,NA,"Tipple","Tipple","NC"
"2174","Holladay","NC","NC","NC",NA,40.66634,-111.83714,NA,"","2639",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-124.7,-16.83,NA,NA,"Tipple","Tipple","NC"
"2175","Salt Lake City","NC","NC","NC",NA,40.68752,-111.82372,NA,"","2638",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-120.43,-16.05,NA,NA,"Tipple","Tipple","NC"
"2176","Salt Lake City","NC","NC","NC",NA,40.68763,-111.86032,NA,"","2640",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-119.79,-15.85,NA,NA,"Tipple","Tipple","NC"
"2177","Salt Lake City","NC","NC","NC",NA,40.70071,-111.80205,1466,"","2661",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-114.71,-14.64,NA,NA,"Tipple","Tipple","NC"
"2178","Salt Lake City","NC","NC","NC",NA,40.70114,-111.85534,NA,"","2637",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-119.24,-15.76,NA,NA,"Tipple","Tipple","NC"
"2179","Salt Lake City","NC","NC","NC",NA,40.7249,-111.85432,1347,"","2636",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.38,-15.6,NA,NA,"Tipple","Tipple","NC"
"2180","Salt Lake City","NC","NC","NC",NA,40.73982,-111.8259,1440,"","2660",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.1,-15.39,NA,NA,"Tipple","Tipple","NC"
"2181","Salt Lake City","NC","NC","NC",NA,40.76123,-111.8726,NA,"","2658",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-121.07,-16.14,NA,NA,"Tipple","Tipple","NC"
"2182","Salt Lake City","NC","NC","NC",NA,40.77548,-111.87681,NA,"","2659",NA,NA,"05-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.5,-15.52,NA,NA,"Tipple","Tipple","NC"
"2183","Kearns","NC","NC","NC",NA,40.6395,-112.00755,NA,"","2662",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-120.87,-15.7,NA,NA,"Tipple","Tipple","NC"
"2184","Salt Lake City","NC","NC","NC",NA,40.65097,-111.9383,NA,"","2664",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-121.86,-16.23,NA,NA,"Tipple","Tipple","NC"
"2185","Kearns","NC","NC","NC",NA,40.65352,-111.98597,1389,"","2663",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-120.71,-15.64,NA,NA,"Tipple","Tipple","NC"
"2186","West Valley City","NC","NC","NC",NA,40.66685,-111.94048,1312,"","2665",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-121.87,-16.25,NA,NA,"Tipple","Tipple","NC"
"2187","Magna","NC","NC","NC",NA,40.69568,-112.09278,1348,"","2670",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-111.08,-14.01,NA,NA,"Tipple","Tipple","NC"
"2188","West Valley City","NC","NC","NC",NA,40.69608,-111.98611,1304,"","2666",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-118.95,-15.49,NA,NA,"Tipple","Tipple","NC"
"2189","West Valley City","NC","NC","NC",NA,40.69634,-112.04391,1319,"","2669",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-119.88,-15.65,NA,NA,"Tipple","Tipple","NC"
"2190","West Valley City","NC","NC","NC",NA,40.69679,-112.02415,NA,"","2667",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-119.8,-15.62,NA,NA,"Tipple","Tipple","NC"
"2191","West Valley City","NC","NC","NC",NA,40.70558,-112.02441,NA,"","2668",NA,NA,"08-12-14",2014,"fall","december","NC because although it is spatially clustered (1-SLC_Area), isn<92>t temporally. Not used for analysis.",-120.77,-15.73,NA,NA,"Tipple","Tipple","NC"
